FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.272,272,POINT (129.970904 28.321593),292,Kikai,Asia,Japan,28.321593,129.970904,2009,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Physical Aquifer Management,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.273,273,POINT (127.696863 26.094785),293,Komesu,Asia,Japan,26.094785,127.696863,1986,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Physical Aquifer Management,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.274,274,POINT (135.838632 35.622109),294,Miko,Asia,Japan,35.622109,135.838632,1986,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Domestic,Physical Aquifer Management,"Misaki, T., ed. 2004. Chapter 5: Design. In Technical Reference for Effective Groundwater Development, 180–267. Kawasaki, Japan: Japan Green Resources Agency. www.green.go.jp/green/gyoumu/kaigai/manual/groundwater/english/vol05.pdf."
Global_MAR_Inventory.275,275,POINT (125.412596 24.740567),295,Minafuku,Asia,Japan,24.740567,125.412596,1995,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Maximize Natural Storage,"Hanada, J., and T. Nakano. 2013. The Rural Development through Application of Underground Dams - Case Study of Miyako-Jima. In Integrated Water Resource Management for Food Security, 5–6. Hokkaido: Hokkaido University. www.eng.hokudai.ac.jp/labo/UBNWTR"
Global_MAR_Inventory.276,276,POINT (132.616781 33.973943),297,Nakajima,Asia,Japan,33.973943,132.616781,1977,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Physical Aquifer Management,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.277,277,POINT (128.605091 27.385016),298,Okinoerabu,Asia,Japan,27.385016,128.605091,1990,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,no data,no data,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.278,278,POINT (140.559722 39.418056),299,Rokugo basin 1,Asia,Japan,39.418056,140.559722,1989,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Physical Aquifer Management,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.279,279,POINT (140.568056 39.416667),300,Rokugo basin 2,Asia,Japan,39.416667,140.568056,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Physical Aquifer Management,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.280,280,POINT (140.568056 39.424167),301,Rokugo basin 4,Asia,Japan,39.424167,140.568056,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,no data,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.281,281,POINT (127.763829 26.249964),303,Senbaru,Asia,Japan,26.249964,127.763829,-9999,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,no data,no data,"Misaki, T., ed. 2004. Chapter 5: Design. In Technical Reference for Effective Groundwater Development, 180–267. Kawasaki, Japan: Japan Green Resources Agency. www.green.go.jp/green/gyoumu/kaigai/manual/groundwater/english/vol05.pdf."
Global_MAR_Inventory.282,282,POINT (138.1081 34.841013),304,Shitoro,Asia,Japan,34.841013,138.1081,1989,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,no data,no data,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.283,283,POINT (125.353333 24.732902),305,Sunagawa,Asia,Japan,24.732902,125.353333,-9999,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Maximize Natural Storage,"Hanada, J., and T. Nakano. 2013. The Rural Development through Application of Underground Dams - Case Study of Miyako-Jima. In Integrated Water Resource Management for Food Security, 5–6. Hokkaido: Hokkaido University. www.eng.hokudai.ac.jp/labo/UBNWTR"
Global_MAR_Inventory.284,284,POINT (136.918889 36.651667),307,Tonami (Kitsunejima) No.1-3,Asia,Japan,36.651667,136.918889,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Other Benefits,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.285,285,POINT (137.004001 36.625676),308,Tonami (Yasukawa),Asia,Japan,36.625676,137.004001,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Maximize Natural Storage,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.286,286,POINT (135.820499 35.637265),309,Tsunekami,Asia,Japan,35.637265,135.820499,-9999,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Domestic,Physical Aquifer Management,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.287,287,POINT (140.360278 38.243889),311,Yamagata-shi,Asia,Japan,38.243889,140.360278,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,no data,"Hida, N., and M. Kagabu. 2009. Managed Aquifer Recharge (MAR): The Relationship between Surface Water Temperature in Recharge Basin and Groundwater Temperature-The Case of the Rokugo Alluvial Fan, in Northern Japan. Journal of Japanese Association of Hyd"
Global_MAR_Inventory.288,288,POINT (127.885021 26.325779),312,Yokatsu,Asia,Japan,26.325779,127.885021,-9999,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,Physical Aquifer Management,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.289,289,POINT (126.524602 33.444757),315,Hancheon,Asia,Korea,33.444757,126.524602,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Other Benefits,"<a href=""http://www.dina-mar.es/pdf/ismar7-proceedingsbook.pdf"" target=""_blank"">Kim, Y., Y. Kim, D. Moon, and K. Koh. 2012. Stormwater Artificial Recharge Method through Vadose Injection into Volcanic Aquifer in Jeju, South Korea. In Achieving Ground Wat"
Global_MAR_Inventory.290,290,POINT (126.912159 34.57321),316,Namsong,Asia,Korea,34.57321,126.912159,-9999,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,no data,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.291,291,POINT (126.833968 35.783484),317,Okseong,Asia,Korea,35.783484,126.833968,1995,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,no data,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.292,292,POINT (127.346757 36.638522),318,Ssangcheon,Asia,Korea,36.638522,127.346757,1995,-9999,In-Channel Modification,Subsurface Dam,"<a href=""https://inowas.com/mar-methods/subsurface-dams/"" target=""_blank"">Subsurface dams</a>",Groundwater,Agricultural,no data,"<a href=""https://www.jstage.jst.go.jp/article/jarq/45/1/45_1_51/_pdf/-char/en"" target=""_blank"">Ishida, S., T. Tsuchihara, S. Yoshimoto, and M. Imaizumi. 2011. Review: Sustainable Use of Groundwater with Underground Dams. JARQ 45 (1): 51 – 61.</a>"
Global_MAR_Inventory.293,293,POINT (47.72133 29.880411),320,Raudatain well field R-63,Asia,Kuwait,29.880411,47.72133,1970,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,no data,Physical Aquifer Management,"Mukhopadhyay, A., F. Székely, and Y. Senay. 1994. Artificial Groundwater Recharge Experiments in Carbonate and Clastic Aquifers of Kuwait. Journal of the American Water Resources Association 30 (6): 1091–1107. doi:10.1111/j.1752-1688.1994.tb03355.x."
Global_MAR_Inventory.294,294,POINT (47.246907 29.102865),321,Shigaya well field C-105,Asia,Kuwait,29.102865,47.246907,1997,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Brackish water,no data,no data,"Mukhopadhyay, A., F. Székely, and Y. Senay. 1994. Artificial Groundwater Recharge Experiments in Carbonate and Clastic Aquifers of Kuwait. Journal of the American Water Resources Association 30 (6): 1091–1107. doi:10.1111/j.1752-1688.1994.tb03355.x."
Global_MAR_Inventory.295,295,POINT (47.816369 29.282966),322,Sulaibiya SU-10,Asia,Kuwait,29.282966,47.816369,2006,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Tap water,no data,no data,"Mukhopadhyay, A., F. Székely, and Y. Senay. 1994. Artificial Groundwater Recharge Experiments in Carbonate and Clastic Aquifers of Kuwait. Journal of the American Water Resources Association 30 (6): 1091–1107. doi:10.1111/j.1752-1688.1994.tb03355.x."
Global_MAR_Inventory.690,690,POINT (-61.839694 -29.144444),753,La Güeya,South America,Argentina,-29.144444,-61.839694,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Storm water,Agricultural,Water Quality Management,no data
Global_MAR_Inventory.296,296,POINT (47.799633 29.282019),323,Sulaibyia,Asia,Kuwait,29.282019,47.799633,1986,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",Reclaimed wastewater,no data,Maximize Natural Storage,"<a href=""http://www.unesco.org/ulis/cgi-bin/ulis.pl?catno=149210&set=00540C4871_2_193&gp=1&lin=1&ll=1"" target=""_blank"">Al-Senafy, M., and M. Sherif. 2006. Proposed Scheme for a Natural Soil Treatment System in Kuwait. In Recharge Systems for Protecting a"
Global_MAR_Inventory.297,297,POINT (101.720818 2.89234),324,Kampung Jenderam Hilir – well No. 2,Asia,Malaysia,2.89234,101.720818,2001,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Agricultural,Water Quality Management,"Shamsuddin, M. K. N., W. N. A. Sulaiman, S. Suratman, M. P. Zakaria, and K. Samuding. 2014. Groundwater and Surface-Water Utilisation Using a Bank Infiltration Technique in Malaysia. Hydrogeology Journal 22 (3): 543–564. doi:10.1007/s10040-014-1122-4."
Global_MAR_Inventory.298,298,POINT (58.001307 23.606725),325,Aflaj,Asia,Oman,23.606725,58.001307,2001,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.299,299,POINT (58.343948 23.548235),326,Al Ansab,Asia,Oman,23.548235,58.343948,1993,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.300,300,POINT (57.235907 23.139653),327,"Al Hamra, Wadi Ghul",Asia,Oman,23.139653,57.235907,2010,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Luxton, S. S., C. E. Fuller, J. K. I. Kane, R. E. Preble, and M. G. Utting. 1991. Technical Assistance Program for the Ministry of Water Resources, Sultanate of Oman. Field report 332. WASH Field Report. Washington DC, USA: Omani-American Joint Commissio"
Global_MAR_Inventory.301,301,POINT (57.92953 23.59447),328,Barka,Asia,Oman,23.59447,57.92953,2010,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.302,302,POINT (58.165473 23.628847),329,Khoudh Dam,Asia,Oman,23.628847,58.165473,1972,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.303,303,POINT (57.675628 23.618534),330,"Al Masnaah, Wadi Al Fara",Asia,Oman,23.618534,57.675628,-9999,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.304,304,POINT (57.790212 23.616123),331,"Barka, Wadi Hifri (10)",Asia,Oman,23.616123,57.790212,2005,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.305,305,POINT (57.013136 23.955932),332,Rustaq,Asia,Oman,23.955932,57.013136,1959,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
Global_MAR_Inventory.306,306,POINT (56.731968 24.210171),333,Saham,Asia,Oman,24.210171,56.731968,1960,-9999,In-Channel Modification,Recharge Dam,"<a href=""https://inowas.com/mar-methods/recharge-dams/"" target=""_blank"">Recharge dams</a>",River water,Agricultural,Physical Aquifer Management,"Abdalla, O. A. E., and A. S. Al-Rawahi. 2013. Groundwater Recharge Dams in Arid Areas as Tools for Aquifer Replenishment and Mitigating Seawater Intrusion: Example of AlKhod, Oman. Environmental Earth Sciences 69 (6): 1951–1962. doi:10.1007/s12665-012-"
